Time,kappa,pos,vel,acc,p1,p2,f
2.5,0.45434559,0.49301319,-0.025732815,0.826669283,3216787.859,4483317.015,10805.51192
2.51,0.448651129,0.492797972,-0.017312465,0.857455822,3146169.476,4553938.633,10881.58556
2.52,0.443046474,0.492668147,-0.008653513,0.874397494,3076290.304,4623817.977,10924.17948
2.53,0.437620013,0.492625405,0.000104665,0.877304491,3008272.274,4691833.135,10932.64222
2.54,0.432457324,0.492670037,0.008822109,0.866249777,2943184.539,4756915.15,10907.06748
2.55,0.427639826,0.492800947,0.017360856,0.841560015,2882024.987,4818066.489,10848.27663
2.56,0.423243494,0.493015681,0.025587385,0.803796859,2825705.392,4874375.855,10757.76774
2.57,0.41933766,0.493310483,0.033374826,0.753730392,2775040.466,4925029.096,10637.63632
2.58,0.415983923,0.49368037,0.040604891,0.692307233,2730740.723,4969316.302,10490.47579
2.59,0.413235172,0.49411923,0.047169464,0.620616263,2693408.703,5006635.54,10319.26707
2.6,0.411134756,0.494619925,0.052971854,0.539854999,2663537.883,5036493.916,10127.26718
2.61,0.409715802,0.495174411,0.057927733,0.451299282,2641513.426,5058506.794,9917.905777
2.62,0.409000685,0.495773869,0.061965794,0.3562784,2627613.902,5072396.063,9694.696662
2.63,0.409000685,0.496408832,0.065028196,0.256156871,2622013.151,5077988.255,9461.168817
2.64,0.409715802,0.497069322,0.067070859,0.152323181,2624781.656,5075213.169,9220.818662
2.65,0.411134756,0.497744993,0.068063683,0.046184809,2635886.983,5064103.42,8977.082461
2.66,0.413235172,0.498425265,0.067990733,-0.060832064,2655193.146,5044795.073,8733.325426
2.67,0.415983923,0.499099475,0.066850444,-0.167280396,2682459.017,5017529.228,8492.84225
2.68,0.41933766,0.499757012,0.064655832,-0.271690424,2717336.196,4982654.147,8258.862726
2.69,0.423243494,0.500387473,0.061434724,-0.372570896,2759366.979,4940627.294,8034.555875
2.7,0.427639826,0.500980806,0.057229932,-0.468416012,2807983.218,4892016.476,7823.026567
2.71,0.432457324,0.501527463,0.05209933,-0.557720004,2862506.951,4837499.224,7627.299942
2.72,0.437620013,0.50201855,0.046115737,-0.63900041,2922153.65,4777859.57,7450.290885
2.73,0.443046474,0.502445972,0.039366525,-0.710829882,2986038.777,4713981.517,7294.758149
2.74,0.448651129,0.502802579,0.031952873,-0.771875144,3053188.085,4646838.772,7163.245153
2.75,0.45434559,0.503082295,0.023988608,-0.820940479,3122551.799,4577480.604,7058.011737
2.76,0.46004005,0.503280237,0.01559861,-0.857012285,3193022.429,4507014.078,6980.962839
2.77,0.465644705,0.503392817,0.006916777,-0.879300692,3263455.604,4436583.251,6933.580921
2.78,0.471071166,0.50341782,-0.001916384,-0.887274333,3332693.04,4367346.238,6916.868881
2.79,0.476233855,0.503354454,-0.010756467,-0.880684971,3399586.559,4300451.212,6931.309087
2.8,0.481051353,0.503203376,-0.019458059,-0.859579741,3463021.983,4237012.509,6976.842233
2.81,0.485447685,0.50296669,-0.027877692,-0.824300171,3521941.835,4178087.917,7052.867352
2.82,0.489353519,0.502647908,-0.035876719,-0.775468619,3575365.949,4124658.048,7158.261726
2.83,0.492707257,0.502251894,-0.043324004,-0.713964022,3622409.339,4077608.427,7291.417269
2.84,0.495456008,0.50178477,-0.050098324,-0.640889866,3662297.028,4037714.626,7450.288327
2.85,0.497556423,0.501253814,-0.056090437,-0.557537729,3694375.792,4005630.471,7632.445167
2.86,0.498975378,0.500667326,-0.061204775,-0.465349727,3718123.055,3981879.113,7835.127597
2.87,0.499690494,0.500034488,-0.065360768,-0.365882731,3733153.278,3966846.587,8055.29424
2.88,0.499690494,0.499365206,-0.068493833,-0.260776366,3739222.303,3960777.446,8289.664642
2.89,0.498975378,0.49866995,-0.070556066,-0.151725805,3736230.021,3963772.056,8534.753482
2.9,0.497556423,0.497959583,-0.071516683,-0.040459352,3724221.63,3975785.323,8786.898206
2.91,0.495456008,0.497245188,-0.071362257,0.07128013,3703387.583,3996626.729,9042.283309
2.92,0.492707257,0.496537896,-0.070096784,0.181751509,3674062.101,4025961.825,9296.965788
2.93,0.489353519,0.495848711,-0.067741582,0.289231316,3636719.954,4063315.447,9546.906947
2.94,0.485447685,0.495188336,-0.064335029,0.392031192,3591971.1,4108077.1,9788.015495
2.95,0.481051353,0.494567012,-0.059932102,0.488518353,3540552.7,4159508.976,10016.20577
2.96,0.476233855,0.493994345,-0.054603708,0.577139929,3483318.105,4216756.998,10227.47304
2.97,0.471071166,0.493479161,-0.048435733,0.656451137,3421222.564,4278865.167,10417.98522
2.98,0.465644705,0.493029357,-0.041527811,0.725146364,3355305.659,4344793.177,10584.18769
2.99,0.46004005,0.492651771,-0.03399177,0.782091377,3286670.777,4413436.996,10722.91498
3,0.45434559,0.492352073,-0.025949762,0.826354245,3216462.266,4483651.755,10831.50122
3.01,0.448651129,0.492134672,-0.017532108,0.857232249,3145841.203,4554276.021,10907.87974
3.02,0.443046474,0.492002642,-0.008874903,0.874272187,3075960.894,4624156.319,10950.66264
3.03,0.437620013,0.491957682,-0.000117468,0.877281906,3007943.307,4692170.705,10959.19231
3.04,0.432457324,0.492000094,0.00860027,0.866331749,2942857.585,4757250.245,10933.55947
3.05,0.427639826,0.492128792,0.017140354,0.841745612,2881701.554,4818397.478,10874.58586
3.06,0.423243494,0.492341332,0.025369237,0.804082381,2825386.882,4874701.229,10783.77326
3.07,0.41933766,0.492633969,0.033160002,0.754109514,2774728.138,4925347.504,10663.22414
3.08,0.415983923,0.493001729,0.040394284,0.692771291,2730435.662,4969626.58,10515.54172
3.09,0.413235172,0.493438507,0.046963871,0.621154657,2693111.8,5006936.734,10343.71916
3.1,0.411134756,0.493937174,0.05277196,0.540455664,2663249.827,5036785.285,10151.02752
3.11,0.409715802,0.494489693,0.057734096,0.451949217,2641234.705,5058787.811,9940.911729
3.12,0.409000685,0.495087248,0.061778841,0.356964185,2627344.808,5072666.409,9716.901445
3.13,0.409000685,0.495720376,0.064848219,0.256865152,2621753.797,5078247.801,9482.541502
3.14,0.409715802,0.496379102,0.066898018,0.153041099,2624531.993,5075461.956,9241.343657
3.15,0.411134756,0.49705308,0.067898015,0.046900331,2635646.822,5064341.639,8996.758586
3.16,0.413235172,0.497731732,0.067832159,-0.06012989,2654962.177,5045023.047,8752.164685
3.17,0.415983923,0.49840439,0.066698781,-0.166601292,2682236.834,5017747.388,8510.868405
3.18,0.41933766,0.499060444,0.064510807,-0.271042804,2717122.315,4982863.016,8276.10978
3.19,0.423243494,0.499689486,0.061295986,-0.37196187,2759160.853,4940827.469,8051.066545
3.2,0.427639826,0.500281462,0.057097064,-0.467851439,2807784.253,4892208.617,7838.850818
3.21,0.432457324,0.500826817,0.051971863,-0.557204584,2862314.518,4837684.044,7642.49362
3.22,0.437620013,0.501316654,0.045993161,-0.638537803,2921967.095,4778037.823,7464.914494
3.23,0.443046474,0.501742872,0.039248296,-0.710422841,2985857.424,4714153.994,7308.875766
3.24,0.448651129,0.502098316,0.031838424,-0.771525643,3053011.245,4647006.294,7176.923498
3.25,0.45434559,0.502376903,0.023877357,-0.820649847,3122378.773,4577644.018,7071.319392
3.26,0.46004005,0.502573746,0.015489963,-0.856781324,3192852.507,4507174.249,6993.969602
3.27,0.465644705,0.50268525,0.006810134,-0.87912979,3263288.068,4436741.062,6946.357287
3.28,0.471071166,0.502709194,-0.002021625,-0.887163565,3332527.165,4367502.582,6929.485644
3.29,0.476233855,0.502644779,-0.010860905,-0.880634184,3399421.611,4300606.99,6943.837031
3.3,0.481051353,0.502492658,-0.019562293,-0.859588625,3462857.216,4237168.627,6989.351927
3.31,0.485447685,0.502254928,-0.027982316,-0.824368318,3521776.498,4178245.282,7065.429001
3.32,0.489353519,0.501935095,-0.035982324,-0.775595553,3575199.275,4124817.567,7170.945085
3.33,0.492707257,0.501538016,-0.043431173,-0.714149214,3622240.552,4077771.002,7304.291575
3.34,0.495456008,0.50106981,-0.050207636,-0.641132721,3662125.339,4037881.155,7463.422233
3.35,0.497556423,0.500537747,-0.056202465,-0.557837538,3694200.403,4005801.842,7645.906634
3.36,0.498975378,0.499950122,-0.061320082,-0.465705598,3717943.16,3982056.203,7848.983716
3.37,0.499690494,0.499316111,-0.065479907,-0.366293481,3732968.07,3967030.254,8069.610935
3.38,0.499690494,0.498645616,-0.068617345,-0.261240384,3739030.981,3960968.52,8304.506226
3.39,0.498975378,0.4979491,-0.07068447,-0.152240898,3736031.801,3963971.331,8550.182019
3.4,0.497556423,0.497237422,-0.071650474,-0.041022566,3724015.76,3975993.539,8802.97267
3.41,0.495456008,0.49652166,-0.071501897,0.070672691,3703173.36,3996844.557,9059.05851
3.42,0.492707257,0.49581294,-0.070242689,0.181104853,3673838.893,4026189.841,9314.491084
3.43,0.489353519,0.495122262,-0.067894113,0.288551705,3636487.225,4063554.113,9565.224755
3.44,0.485447685,0.494460328,-0.064494476,0.391326239,3591728.433,4108326.738,9807.15967
3.45,0.481051353,0.493837373,-0.060098675,0.487797056,3540299.826,4159769.738,10036.19991
3.46,0.476233855,0.493263005,-0.054777518,0.576412608,3483054.927,4217028.85,10248.32882
3.47,0.471071166,0.492746047,-0.048616783,0.655729286,3420949.174,4279147.869,10439.7009
3.48,0.465644705,0.492294397,-0.041715986,0.724442392,3355022.355,4345086.27,10606.74689
3.49,0.46004005,0.491914895,-0.034186828,0.781418253,3286378.067,4413739.802,10746.2859
3.5,0.45434559,0.491613215,-0.026151329,0.825725053,3216160.867,4483963.384,10855.63632
3.51,0.448651129,0.491393768,-0.017739683,0.85665969,3145532.024,4554595.389,10932.7161
3.52,0.443046474,0.491259635,-0.009087861,0.87376805,3075645.014,4624482.18,10976.12293
3.53,0.437620013,0.491212523,-0.000335074,0.876856555,3007621.939,4692501.684,10985.18641
3.54,0.432457324,0.49125274,0.008378846,0.865993667,2942532.036,4757584.885,10959.98664
3.55,0.427639826,0.49137921,0.016916014,0.841501035,2881373.183,4818734.287,10901.33736
3.56,0.423243494,0.491589497,0.025142935,0.80393506,2825057.053,4875038.721,10810.73537
3.57,0.41933766,0.491879866,0.032932715,0.754060612,2774398.18,4925684.249,10690.28119
3.58,0.415983923,0.492245353,0.040166991,0.692819422,2730106.828,4969961.237,10542.57917
3.59,0.413235172,0.492679864,0.046737523,0.621296053,2692785.242,5007268.081,10370.62645
3.6,0.411134756,0.493176277,0.052547459,0.540684454,2662926.569,5037112.241,10177.70061
3.61,0.409715802,0.493726564,0.057512279,0.45225777,2640915.634,5059109.447,9967.2552
3.62,0.409000685,0.494321918,0.06156046,0.357343497,2627030.668,5072981.951,9742.830129
3.63,0.409000685,0.494952883,0.064633932,0.257305236,2621445.188,5078556.627,9507.981649
3.64,0.409715802,0.495609489,0.066688381,0.15353134,2624229.381,5075763.592,9266.233661
3.65,0.411134756,0.496281396,0.067693474,0.047429794,2635350.547,5064635.749,9021.049337
3.66,0.413235172,0.49695803,0.067633051,-0.059572219,2654672.467,5045309.417,8775.819631
3.67,0.415983923,0.497628725,0.066505334,-0.166026331,2681953.809,5018025.924,8533.863412
3.68,0.41933766,0.498282874,0.06432314,-0.270461268,2716846.004,4983133.73,8298.432878
3.69,0.423243494,0.498910068,0.061114111,-0.371384216,2758891.194,4941090.48,8072.71762
3.7,0.427639826,0.499500253,0.056920892,-0.467287845,2807521.1,4892464.146,7859.841309
3.71,0.432457324,0.500043875,0.051801205,-0.556664952,2862057.637,4837932.416,7662.846251
3.72,0.437620013,0.500532031,0.045827727,-0.638031764,2921716.163,4778279.471,7484.663035
3.73,0.443046474,0.500956619,0.039087703,-0.70995975,2985612.024,4714389.467,7328.06482
3.74,0.448651129,0.501310478,0.031682199,-0.771114551,3052770.856,4647236.259,7195.608287
3.75,0.45434559,0.501587522,0.023724935,-0.820299454,3122142.766,4577869.266,7089.56549
3.76,0.46004005,0.501782856,0.015340696,-0.856499899,3192620.141,4507395.698,7011.85259
3.77,0.465644705,0.501892879,0.006663295,-0.878925073,3263058.481,4436959.757,6963.962289
3.78,0.471071166,0.501915362,-0.002166838,-0.887042655,3332299.38,4367719.689,6946.906713
3.79,0.476233855,0.501849499,-0.011005362,-0.880603414,3399194.534,4300823.789,6961.176378
3.8,0.481051353,0.501695932,-0.019706922,-0.85965344,3462629.646,4237386.503,7006.718974
3.81,0.485447685,0.501456749,-0.028128094,-0.824533156,3521547.133,4178465.707,7082.939283
3.82,0.489353519,0.501135447,-0.036130266,-0.775863734,3574966.732,4125042.084,7188.718993
3.83,0.492707257,0.500736872,-0.043582322,-0.714522844,3622003.377,4078001.206,7322.452966
3.84,0.495456008,0.500267133,-0.050363049,-0.641612593,3661882.03,4038118.671,7482.096917
3.85,0.497556423,0.499733489,-0.0563632,-0.558423048,3693949.43,4006048.304,7665.22075
3.86,0.498975378,0.499144224,-0.061487184,-0.466394648,3717682.989,3982313.225,7869.061983
3.87,0.499690494,0.498508505,-0.065654393,-0.367082387,3732697.188,3967299.407,8090.574784
3.88,0.499690494,0.497836223,-0.068800185,-0.262123768,3738747.926,3961251.301,8326.471799
3.89,0.498975378,0.497137833,-0.070876573,-0.153211573,3735735.194,3964269.132,8573.258016
3.9,0.497556423,0.496424183,-0.071852666,-0.042071424,3723704.339,3976307.609,8827.258037
3.91,0.495456008,0.495706345,-0.071714904,0.069556779,3702846.02,3997175.967,9084.639978
3.92,0.492707257,0.494995438,-0.070467116,0.179935117,3673494.725,4026539.442,9341.440584
3.93,0.489353519,0.494302457,-0.068130423,0.287343497,3636125.559,4063922.491,9593.59677
3.94,0.485447685,0.493638099,-0.064742967,0.390096982,3591348.88,4108714.177,9836.988592
3.95,0.481051353,0.493012598,-0.060359462,0.486566086,3539902.315,4160176.181,10067.49756
3.96,0.476233855,0.492435562,-0.055050515,0.575200901,3482639.736,4217453.869,10281.08225
3.97,0.471071166,0.491915814,-0.048901688,0.654559038,3420516.957,4279590.645,10473.87068
3.98,0.465644705,0.491461258,-0.042012272,0.723336465,3354574.145,4345545.588,10642.26604
3.99,0.46004005,0.491078741,-0.034493739,0.780399487,3285915.274,4414214.061,10783.05966
4,0.45434559,0.490773944,-0.026467886,0.824815475,3215685.252,4484450.626,10893.54286
4.01,0.448651129,0.49055129,-0.018064692,0.855879672,3145045.66,4555093.346,10971.60832
4.02,0.443046474,0.490413872,-0.00941994,0.873135456,3075150.223,4624988.334,11015.83129
4.03,0.437620013,0.490363411,-0.000672676,0.876385954,3007121.229,4693013.345,11025.52271
4.04,0.432457324,0.490400233,0.008037393,0.865695667,2942028.018,4758099.271,11000.74872
4.05,0.427639826,0.490523278,0.016572467,0.841381802,2880868.489,4819248.609,10942.3144
4.06,0.423243494,0.490730129,0.024799089,0.803996046,2824554.254,4875550.272,10851.71348
4.07,0.41933766,0.491017066,0.032590358,0.754298535,2773899.713,4926190.47,10731.04912
4.08,0.415983923,0.491379146,0.039827853,0.693226477,2729614.938,4970459.785,10582.93379
4.09,0.413235172,0.491810289,0.046403237,0.621860339,2692301.927,5007756.873,10410.37765
4.1,0.411134756,0.492303391,0.052219523,0.541390577,2662453.553,5037589.487,10216.6756
4.11,0.409715802,0.492850437,0.057192021,0.453087556,2640454.346,5059573.668,10005.30186
4.12,0.409000685,0.493442632,0.061249018,0.358276768,2626582.235,5073431.979,9779.819479
4.13,0.409000685,0.494070531,0.064332235,0.258320581,2621010.449,5078991.603,9543.809422
4.14,0.409715802,0.494724172,0.066397141,0.154606834,2623808.895,5076182.945,9300.820991
4.15,0.411134756,0.495393222,0.067413185,0.048543638,2634944.616,5065039.178,9054.34271
4.16,0.413235172,0.496067108,0.067363992,-0.058441179,2654281.158,5045696.87,8807.790228
4.17,0.415983923,0.49673517,0.066247576,-0.164898197,2681576.979,5018397.575,8564.505975
4.18,0.41933766,0.497386796,0.064076561,-0.269354796,2716483.317,4983489.961,8327.76425
4.19,0.423243494,0.49801158,0.060878408,-0.370316622,2758542.146,4941431.86,8100.775065
4.2,0.427639826,0.49859946,0.056695598,-0.466274684,2807185.029,4892791.421,7886.680712
4.21,0.432457324,0.499140877,0.051585705,-0.555720063,2861733.74,4838246.495,7688.540249
4.22,0.437620013,0.499626924,0.045621278,-0.637167241,2921403.507,4778581.415,7509.299135
4.23,0.443046474,0.500049488,0.03888945,-0.709185944,2985309.555,4714680.479,7351.743503
4.24,0.448651129,0.500401402,0.031491188,-0.770440081,3052477.412,4647517.673,7218.441109
4.25,0.45434559,0.500676567,0.023540139,-0.81973122,3121857.085,4578142.531,7111.673184
4.26,0.46004005,0.500870079,0.015161025,-0.856043115,3192340.875,4507662.364,7033.363157
4.27,0.465644705,0.500978326,0.006487615,-0.878583301,3262784.211,4437221.456,6985.009099
4.28,0.471071166,0.500999066,-0.002339687,-0.886817856,3332028.629,4367978.114,6967.626624
4.29,0.476233855,0.500931482,-0.011176554,-0.880496021,3398925.787,4301080.673,6981.707899
4.3,0.481051353,0.500776206,-0.019877624,-0.859662451,3462361.368,4237643.589,7027.200504
4.31,0.485447685,0.500535313,-0.02829946,-0.824656239,3521277.786,4178724.734,7103.507454
4.32,0.489353519,0.500212289,-0.036303419,-0.776097352,3574694.793,4125304.758,7209.507139
4.33,0.492707257,0.499811968,-0.043758344,-0.714862369,3621727.354,4078269.184,7343.589737
4.34,0.495456008,0.499340449,-0.050542971,-0.64205243,3661600.48,4038393.537,7503.705029
4.35,0.497556423,0.498804981,-0.056547992,-0.558956723,3693660.973,4006331.557,7687.41586
4.36,0.498975378,0.49821384,-0.061677747,-0.467014877,3717386.321,3982606.26,7891.951657
4.37,0.499690494,0.497576183,-0.065851552,-0.367781103,3732391.101,3967603.501,8114.257512
4.38,0.499690494,0.496901892,-0.069004679,-0.262892111,3738431.321,3961567.594,8351.036003
4.39,0.498975378,0.496201417,-0.07108905,-0.154039841,3735407.097,3964598.61,8598.78101
4.4,0.497556423,0.4954856,-0.072073672,-0.042948997,3723363.925,3976651.083,8853.804895
4.41,0.495456008,0.494765507,-0.071944873,0.06864153,3702492.637,3997534.049,9112.262283
4.42,0.492707257,0.494052254,-0.070706362,0.178994913,3673127.914,4026912.521,9370.175065
4.43,0.489353519,0.493356833,-0.068379124,0.286392205,3635745.084,4064310.707,9623.463853
4.44,0.485447685,0.49268994,-0.065001161,0.389149603,3590954.752,4109117.395,9867.990937
4.45,0.481051353,0.492061811,-0.060627029,0.485638671,3539494.815,4160593.971,10099.61868
4.46,0.476233855,0.491482053,-0.055327172,0.574310349,3482219.433,4217885.491,10314.28536
4.47,0.471071166,0.490959496,-0.04918698,0.653722778,3420084.714,4280035.042,10508.09789
4.48,0.465644705,0.490502047,-0.042305569,0.722572017,3354131.121,4346001.392,10677.43807
4.49,0.46004005,0.490116561,-0.034794238,0.779723911,3285462.908,4414679.613,10819.07623
4.5,0.45434559,0.489808728,-0.026774619,0.824244741,3215225.233,4484924.008,10930.28387
4.51,0.448651129,0.48958298,-0.01837654,0.855427977,3144579.888,4555572.431,11008.93582
4.52,0.443046474,0.489442425,-0.009735654,0.872814567,3074680.754,4625470.846,11053.59229
4.53,0.437620013,0.489388794,-0.000990905,0.876204606,3006650.211,4693496.923,11063.5528
4.54,0.432457324,0.489422428,0.007718071,0.865659091,2941557.623,4758581.549,11038.87618
4.55,0.427639826,0.489542282,0.016253508,0.841491416,2880400.843,4819727.282,10980.36484
4.56,0.423243494,0.489745951,0.024481943,0.804249356,2824091.375,4876023.166,10889.51451
4.57,0.41933766,0.490029733,0.032276431,0.754689241,2773443.452,4926655.6,10768.43503
4.58,0.415983923,0.490388696,0.039518471,0.693744789,2729166.93,4970915.401,10619.74974
4.59,0.413235172,0.490816774,0.046099614,0.622493465,2691863.563,5008201.491,10446.48342
4.6,0.411134756,0.491306873,0.051922732,0.54212334,2662025.961,5038021.906,10251.94849
4.61,0.409715802,0.49185099,0.056902976,0.453903088,2640038.383,5059992.973,10039.63883
4.62,0.409000685,0.492440338,0.060968457,0.359157224,2626178.496,5073837.537,9813.138437
4.63,0.409000685,0.493065476,0.064060717,0.25924781,2620619.28,5079383.041,9576.049635
4.64,0.409715802,0.493716449,0.066135045,0.155562985,2623430.419,5076560.13,9331.942827
4.65,0.411134756,0.494382926,0.067160715,0.049511642,2634578.757,5065402.191,9084.326765
4.66,0.413235172,0.495054336,0.067121187,-0.057477241,2653927.667,5046045.978,8836.636007
4.67,0.415983923,0.495720017,0.066014321,-0.163952857,2681235.463,5018733.206,8592.230289
4.68,0.41933766,0.496369358,0.063852605,-0.268441079,2716153.264,4983812.682,8354.399451
4.69,0.423243494,0.496991946,0.060663376,-0.369446023,2758222.943,4941742.359,8126.367265
4.7,0.427639826,0.497577719,0.056489008,-0.465457228,2806875.981,4893090.489,7911.288056
4.71,0.432457324,0.49811711,0.051386981,-0.554964407,2861434.084,4838535.018,7712.23133
4.72,0.437620013,0.498601205,0.045429763,-0.636480816,2921112.417,4778860.364,7532.15156
4.73,0.443046474,0.499021888,0.038704417,-0.708575101,2985026.15,4714950.905,7373.842654
4.74,0.448651129,0.499371979,0.031311855,-0.769910235,3052200.758,4647780.701,7239.879064
4.75,0.45434559,0.499645375,0.023365671,-0.819286984,3121586.197,4578399.361,7132.547801
4.76,0.46004005,0.499837163,0.014990546,-0.855688408,3192074.715,4507914.264,7053.777281
4.77,0.465644705,0.49994372,0.006320212,-0.878321443,3262521.688,4437469.757,7005.069878
4.78,0.471071166,0.499962797,-0.002504957,-0.886651637,3331768.599,4368224.205,6987.444898
4.79,0.476233855,0.499893566,-0.011340658,-0.880427756,3398667.052,4301325.996,7001.39765
4.8,0.481051353,0.49973665,-0.020041552,-0.859694007,3462102.677,4237889.633,7046.878338
4.81,0.485447685,0.499494113,-0.028464215,-0.824789054,3521017.838,4178973.024,7123.292097
4.82,0.489353519,0.499169432,-0.036470018,-0.776332425,3574432.24,4125556.848,7229.518937
4.83,0.492707257,0.49876743,-0.043927812,-0.715200234,3621460.806,4078526.648,7363.95012
4.84,0.495456008,0.498294197,-0.050716333,-0.642493092,3661328.511,4038657.962,7524.535923
4.85,0.497556423,0.49775697,-0.056726272,-0.559499575,3693382.132,4006604.526,7708.839005
4.86,0.498975378,0.497164016,-0.061861959,-0.467658572,3717099.141,3982889.345,7914.087786
4.87,0.499690494,0.496524482,-0.06604269,-0.368523391,3732094.117,3967898.242,8137.225353
4.88,0.499690494,0.49584824,-0.069203711,-0.263729645,3738123.085,3961875.481,8374.951046
4.89,0.498975378,0.49514573,-0.071296904,-0.154967947,3735086.208,3964921.06,8623.754007
4.9,0.497556423,0.494427786,-0.072291221,-0.043961428,3723029.054,3976989.409,8879.940053
4.91,0.495456008,0.493705465,-0.072172919,0.067552844,3702142.561,3997889.426,9139.655139
4.92,0.492707257,0.492989875,-0.070945616,0.177840091,3672761.557,4027285.945,9398.910055
4.93,0.489353519,0.492292002,-0.068630186,0.285183598,3635361.56,4064702.956,9653.611631
4.94,0.485447685,0.491622538,-0.065264495,0.387901895,3590553.409,4109528.981,9899.605525
4.95,0.481051353,0.490991713,-0.060902942,0.484368866,3539075.279,4161025.102,10132.73458
4.96,0.476233855,0.490409132,-0.055615789,0.573037621,3481781.647,4218336.027,10348.91479
4.97,0.471071166,0.489883626,-0.049488228,0.65246816,3419628.973,4280504.47,10544.22837
4.98,0.465644705,0.489423104,-0.042619155,0.721357917,3353658.092,4346488.812,10715.03054
4.99,0.46004005,0.489034423,-0.035119643,0.778573468,3284973.634,4415183.731,10858.06393
